Coordinates,Date,State,County,Urban Area,Census Block,Census Tract
"(-121.35705419820933, 38.72404656451042)",2023-08-18,California,Sacramento,,1007,74.32
"(-71.13165280985717, 43.0318464635173)",2023-08-18,New Hampshire,Rockingham,,3024,590
"(-68.78302040694307, 44.86849268982272)",2023-08-18,Maine,Penobscot,,4002,311
"(-71.22932124270797, 42.07392115114241)",2023-08-18,Massachusetts,Norfolk,,4013,4104
"(-68.90481071773425, 44.87206933777491)",2023-08-18,Maine,Penobscot,,3015,313
"(-71.53315371790856, 43.195852495148905)",2023-08-18,New Hampshire,Merrimack,,2025,322
"(-71.36285107553469, 41.92191708296602)",2023-08-18,Massachusetts,Bristol,,3006,6311.02
"(-71.50655247992599, 42.97515173004971)",2023-08-18,New Hampshire,Hillsborough,,1002,29.02
"(-71.7076853374497, 42.79409444896827)",2023-08-18,New Hampshire,Hillsborough,,2020,162.02
"(-70.26150814102697, 44.62779752868728)",2023-08-18,Maine,Franklin,,2005,9713
"(-74.8516771881395, 40.05894366646455)",2023-08-18,New Jersey,Burlington,,3037,7011.05
"(-71.46535698465016, 42.754955702275055)",2023-08-18,New Hampshire,Hillsborough,,1009,108.01
"(-71.56276987151602, 42.81076937124993)",2023-08-18,New Hampshire,Hillsborough,,4011,152
"(-76.95197741044709, 38.90459284147012)",2023-08-18,District of Columbia,District of Columbia,,2000,96.02
"(-71.17031255023895, 42.69219045753713)",2023-08-18,Massachusetts,Essex,,4014,2515
"(-71.3137082786045, 42.86558312658187)",2023-08-18,New Hampshire,Rockingham,,2004,36.01
"(-71.93942700534242, 43.025545425856365)",2023-08-18,New Hampshire,Hillsborough,,1027,250
"(-70.90223924103951, 42.21622265173532)",2023-08-18,Massachusetts,Plymouth,,2028,5012.01
"(-71.42796761062641, 42.51620565803263)",2023-08-18,Massachusetts,Middlesex,,1007,3631.06
"(-70.93975495242455, 42.24911020823846)",2023-08-18,Massachusetts,Norfolk,,2002,4228
"(-71.51008970188182, 42.7535669145045)",2023-08-18,New Hampshire,Hillsborough,,2017,103.02
"(-70.340631304986, 43.574173953669245)",2023-08-18,Maine,Cumberland,,3005,173.08
"(-70.43079677186223, 43.45401291317426)",2023-08-18,Maine,York,,2005,253
"(-68.672764406366, 44.91276344631434)",2023-08-18,Maine,Penobscot,,1027,72
"(-71.48160807243336, 43.668164770867946)",2023-08-18,New Hampshire,Belknap,,1026,9652
"(-71.44236797240073, 42.01440538771769)",2023-08-18,Rhode Island,Providence,,1031,114.02
"(-73.94758112910174, 40.80530488550541)",2023-08-18,New York,New York,,1001,220
"(-71.76495662883413, 42.5295806625999)",2023-08-18,Massachusetts,Worcester,,2002,7097.02
"(-71.09898439727078, 42.88851270723888)",2023-08-18,New Hampshire,Rockingham,,2018,1051
"(-73.24662586930224, 42.915942101303365)",2023-08-18,Vermont,Bennington,,2050,9710
"(-71.4327225236019, 41.822524622216896)",2023-08-18,Rhode Island,Providence,,2012,10
"(-71.27071008097865, 42.78536298441455)",2023-08-18,New Hampshire,Rockingham,,2000,1061.02
"(-71.31177959995739, 42.97245949177516)",2023-08-18,New Hampshire,Rockingham,,2051,40
"(-75.21178321862872, 40.707561924956096)",2023-08-18,Pennsylvania,Northampton,,2019,171.03
"(-71.55476198182946, 42.83554698112037)",2023-08-18,New Hampshire,Hillsborough,,2007,143.02
"(-72.61516223142299, 41.71692008955116)",2023-08-18,Connecticut,Capitol,,2026,5203.02
"(-72.94006306634952, 41.31032589066011)",2023-08-18,Connecticut,South Central Connecticut,,1000,1407
"(-71.56059959265967, 42.94648424460373)",2023-08-18,New Hampshire,Hillsborough,,1007,29.03
"(-72.84699394824432, 41.47605497692704)",2023-08-18,Connecticut,South Central Connecticut,,4012,1756
"(-74.48231841285872, 41.176576711842166)",2023-08-18,New Jersey,Sussex,,4002,3715.02
"(-71.33660149983899, 42.949373533656)",2023-08-18,New Hampshire,Rockingham,,3035,40
"(-71.22886550321996, 42.35051666428532)",2023-08-18,Massachusetts,Middlesex,,2004,3746
"(-75.42654714537002, 40.03613976244824)",2023-08-18,Pennsylvania,Chester,,1011,3002.02
"(-73.03065242773381, 41.93489480113298)",2023-08-18,Connecticut,Northwest Hills,,2013,2901
"(-72.19282443086392, 43.34407282367047)",2023-08-18,New Hampshire,Sullivan,,1030,9754.02
"(-71.56504882647027, 43.04116652406453)",2023-08-18,New Hampshire,Hillsborough,,1007,27.02
"(-81.11497055090507, 38.55058761305985)",2023-08-18,West Virginia,Clay,,2002,9579
"(-71.06570989511454, 42.41444468587718)",2023-08-18,Massachusetts,Middlesex,,1000,3423.02
"(-70.89957893298808, 41.65924095918146)",2023-08-18,Massachusetts,Bristol,,1005,6551
"(-72.71019932199049, 41.677013430127424)",2023-08-18,Connecticut,Capitol,,4001,4941
"(-71.44833091246838, 42.83577360536452)",2023-08-18,New Hampshire,Hillsborough,,1006,131.01
"(-83.94761873285196, 34.19543916317284)",2023-08-18,Georgia,Hall,,2006,15.01
"(-82.43418773349215, 28.07743513857491)",2023-08-18,Florida,Hillsborough,,1006,108.08
"(-70.7674712936142, 41.90337785296811)",2023-08-18,Massachusetts,Plymouth,,4009,5442
"(-71.42644084225877, 43.062422083031805)",2023-08-18,New Hampshire,Merrimack,,1013,442
"(-71.64792389949376, 42.98963149508528)",2023-08-18,New Hampshire,Hillsborough,,2009,200
"(-118.2991786355179, 34.08998233345048)",2023-08-18,California,Los Angeles,,2003,1915
"(-71.51051266663286, 43.23075797587576)",2023-08-18,New Hampshire,Merrimack,,1028,328
"(-71.5295128117389, 42.7292058454868)",2023-08-18,New Hampshire,Hillsborough,,1014,115
"(-72.07537068701608, 43.38714684103976)",2023-08-18,New Hampshire,Sullivan,,1004,9753
"(-71.52079750437116, 43.02626669071735)",2023-08-18,New Hampshire,Hillsborough,,4022,27.02
"(-71.30370935737369, 42.81739274858455)",2023-08-18,New Hampshire,Rockingham,,2002,1061.01
"(-73.08221441092141, 44.789144043319936)",2023-08-18,Vermont,Franklin,,1032,106
"(-71.66659782807949, 43.45130965298814)",2023-08-18,New Hampshire,Merrimack,,5019,430.02
"(-73.0573306465731, 44.97877248781745)",2023-08-18,Vermont,Franklin,,1026,101.01
"(-72.5487798123213, 42.05757728703997)",2023-08-18,Massachusetts,Hampden,,2005,8133.03
"(-70.75290267772017, 42.205241932823576)",2023-08-18,Massachusetts,Plymouth,,2000,5051.02
"(-71.51625829575778, 42.99446419026803)",2023-08-18,New Hampshire,Hillsborough,,2007,28.02
"(-71.24144460906504, 43.00727814956471)",2023-08-18,New Hampshire,Rockingham,,3015,550.01
"(-71.62975251633075, 44.750227518695525)",2023-08-18,New Hampshire,Coos,,4038,9504
"(-73.86350411857293, 40.86618718379289)",2023-08-18,New York,Bronx,,3000,340
"(-71.73630992440032, 43.58818699064779)",2023-08-18,New Hampshire,Grafton,,1010,9612.01
"(-70.98629474131727, 42.37351006648783)",2023-08-18,Massachusetts,Suffolk,,1007,1803.01
"(-70.97337658967797, 43.3073947490877)",2023-08-18,New Hampshire,Strafford,,3000,843.02
"(-72.70333770881724, 42.50413445728392)",2023-08-18,Massachusetts,Franklin,,3043,415.01
"(-71.13276275337026, 43.64865703087357)",2023-08-18,New Hampshire,Carroll,,1009,9561.02
"(-71.6198991161864, 42.87111062955492)",2023-08-18,New Hampshire,Hillsborough,,2014,151
"(-71.30487296581677, 43.11389616823772)",2023-08-18,New Hampshire,Rockingham,,2028,560
"(-71.20463670021459, 42.83087805690026)",2023-08-18,New Hampshire,Rockingham,,1002,1001
"(-71.81516614259343, 41.335257215902224)",2023-08-18,Rhode Island,Washington,,3025,509.02
"(-70.85423882586123, 42.8890830763231)",2023-08-18,New Hampshire,Rockingham,,2001,630.03
"(-70.99125844084877, 42.377546084016025)",2023-08-18,Massachusetts,Suffolk,,4014,1802
"(-71.24395638622771, 42.808836560770125)",2023-08-18,New Hampshire,Rockingham,,1031,1001
"(-71.45147484260079, 43.093328006255696)",2023-08-18,New Hampshire,Merrimack,,4018,442
"(-71.53589659115725, 42.004718909985534)",2023-08-18,Rhode Island,Providence,,1014,174
"(-71.65105133306398, 43.052775145202965)",2023-08-18,New Hampshire,Hillsborough,,2000,210.02
"(-71.06172477829344, 42.41919196168632)",2023-08-18,Massachusetts,Middlesex,,3007,3414
"(-71.46329087974011, 43.03364927278098)",2023-08-18,New Hampshire,Hillsborough,,2014,1.03
"(-71.74684331392871, 42.49535199335118)",2023-08-18,Massachusetts,Worcester,,4003,7092.01
"(-71.64764567013495, 43.48821886003174)",2023-08-18,New Hampshire,Merrimack,,2001,430.02
"(-72.31024505347001, 41.485375391168205)",2023-08-18,Connecticut,Southeastern Connecticut,,3007,7151
"(-71.20402033117611, 42.928474594160406)",2023-08-18,New Hampshire,Rockingham,,1013,520
"(-71.17108850895306, 42.71142751743111)",2023-08-18,Massachusetts,Essex,,2001,2511
"(-70.69509727192806, 42.06460038809955)",2023-08-18,Massachusetts,Plymouth,,1005,5071.04
"(-71.21395425072495, 42.802555476462985)",2023-08-18,New Hampshire,Rockingham,,2001,1002
"(-73.1163778021218, 40.749292348714526)",2023-08-18,New York,Suffolk,,3009,1476.02
"(-71.08232546018745, 42.33491643463927)",2023-08-18,Massachusetts,Suffolk,,1008,805
"(-71.15214892912671, 42.40478199723351)",2023-08-18,Massachusetts,Middlesex,,2011,3567.03
"(-71.41146315129713, 42.17130028421586)",2023-08-18,Massachusetts,Norfolk,,3004,4081.04
"(-71.26356560913304, 42.64488373215959)",2023-08-18,Massachusetts,Middlesex,,2019,3151
"(-71.18517529780435, 42.79225182582848)",2023-08-18,New Hampshire,Rockingham,,2000,1004.02
"(-71.50610370401452, 41.60864971001414)",2023-08-18,Rhode Island,Kent,,2045,209.03
"(-76.16922904813727, 42.061272718998445)",2023-08-18,New York,Tioga,,3021,204.01
"(-71.29257686401259, 42.83883701467613)",2023-08-18,New Hampshire,Rockingham,,1023,1061.01
"(-82.03921246836745, 35.90914840260242)",2023-08-18,North Carolina,Mitchell,,3002,9503
"(-70.99551327402116, 42.09967399785424)",2023-08-18,Massachusetts,Plymouth,,1012,5102
"(-73.85729844459634, 40.891778586866856)",2023-08-18,New York,Bronx,,2001,422
"(-71.22439054313354, 42.953590166421016)",2023-08-18,New Hampshire,Rockingham,,1042,510
"(-70.88146946249866, 42.55211375924386)",2023-08-18,Massachusetts,Essex,,1001,2174.01
"(-70.95731345331711, 41.64162661143154)",2023-08-18,Massachusetts,Bristol,,1000,6510.02
"(-72.80418890339477, 41.44804223481548)",2023-08-18,Connecticut,South Central Connecticut,,5004,1759
"(-70.79960441676288, 43.8144503534144)",2023-08-18,Maine,Oxford,,1072,9669
"(-117.56112998006488, 33.8505524452267)",2023-08-18,California,Riverside,,2013,418.10
"(-70.29890648670236, 43.71625533177316)",2023-08-18,Maine,Cumberland,,3006,21.01
"(-71.17331567088688, 42.72913159586829)",2023-08-18,Massachusetts,Essex,,3012,2525.02
"(-71.43281423136251, 42.819645675120135)",2023-08-18,New Hampshire,Hillsborough,,2010,131.01
"(-71.46654398974687, 42.76768238374494)",2023-08-18,New Hampshire,Hillsborough,,2002,105
"(-73.48016236022079, 40.678975861015786)",2023-08-18,New York,Nassau,,3022,5212
"(-70.88281088306313, 43.165141984496806)",2023-08-18,New Hampshire,Strafford,,2006,811.01
"(-72.34154409130718, 41.96264092027685)",2023-08-18,Connecticut,Capitol,,1010,8902.02
"(-71.75689046578978, 43.22036725934197)",2023-08-18,New Hampshire,Merrimack,,1009,390
"(-71.46425704467858, 42.97027583895444)",2023-08-18,New Hampshire,Hillsborough,,4001,24
"(-88.45865635681989, 42.32203967721875)",2023-08-18,Illinois,McHenry,,3024,8709.04
"(-70.90724044592088, 42.24627549567512)",2023-08-18,Massachusetts,Plymouth,,2010,5011.02
"(-71.62365079489939, 42.17711757044333)",2023-08-18,Massachusetts,Worcester,,2017,7431
"(-71.46736764507673, 42.86143991416689)",2023-08-18,New Hampshire,Hillsborough,,3013,131.02
"(-71.01821135798177, 42.95773277235139)",2023-08-18,New Hampshire,Rockingham,,4002,1051
"(-71.04978297490987, 42.544326196642864)",2023-08-18,Massachusetts,Essex,,3003,2092
"(-71.15478533177338, 42.71786960840392)",2023-08-18,Massachusetts,Essex,,1002,2507
"(-71.47795571027899, 43.03638021010001)",2023-08-18,New Hampshire,Hillsborough,,1000,2.03
"(-70.61030127027301, 41.78542100684838)",2023-08-18,Massachusetts,Plymouth,,1007,5309.04
"(-71.3035524040292, 43.29421921708908)",2023-08-18,New Hampshire,Merrimack,,2000,350
"(-71.42860080466927, 42.96647673988376)",2023-08-18,New Hampshire,Hillsborough,,1014,25
"(-72.97164753764642, 41.27531036401222)",2023-08-18,Connecticut,South Central Connecticut,,3006,1542
"(-72.46102117945738, 41.87357349606245)",2023-08-18,Connecticut,Capitol,,1014,5352
"(-70.96850697566836, 42.36801274339874)",2023-08-18,Massachusetts,Suffolk,,2003,1805
"(-71.4468440575157, 42.77847446336516)",2023-08-18,New Hampshire,Hillsborough,,2001,122.02
"(-77.05836767182055, 42.66848029714016)",2023-08-18,New York,Yates,,4003,1502
"(-71.45122227793898, 43.11075746939328)",2023-08-18,New Hampshire,Merrimack,,4003,442
"(-72.17488781620311, 43.36923794480788)",2023-08-18,New Hampshire,Sullivan,,1003,9754.01
"(-71.63099328693083, 43.12093695920328)",2023-08-18,New Hampshire,Merrimack,,1012,300
"(-71.0036704872976, 42.23397696057391)",2023-08-18,Massachusetts,Norfolk,,2001,4180.02
"(-72.03694623314607, 42.74246660747501)",2023-08-18,New Hampshire,Cheshire,,2033,9706
"(-73.84197250968988, 40.87803365538026)",2023-08-18,New York,Bronx,,1000,358
"(-70.19950725199126, 44.07911099934537)",2023-08-18,Maine,Androscoggin,,2012,205
"(-71.13453303727424, 42.7355723595706)",2023-08-18,Massachusetts,Essex,,3000,2526.01
"(-71.19741602196297, 42.68504176547278)",2023-08-18,Massachusetts,Essex,,4012,2544.02
"(-72.52760825572071, 42.22605585636581)",2023-08-18,Massachusetts,Hampshire,,2019,8209
"(-71.1042984074227, 43.05210017632808)",2023-08-18,New Hampshire,Rockingham,,3007,590
"(-71.42758386776966, 42.99508790294834)",2023-08-18,New Hampshire,Hillsborough,,1005,11
"(-71.30120279663063, 42.867717949908)",2023-08-18,New Hampshire,Rockingham,,2002,36.01
"(-71.46208334883431, 42.97232367834122)",2023-08-18,New Hampshire,Hillsborough,,1009,24
"(-73.0610038864611, 41.56537596949682)",2023-08-18,Connecticut,Naugatuck Valley,,2003,3520
"(-71.09509926170347, 42.428075761950666)",2023-08-18,Massachusetts,Middlesex,,2015,3401
"(-70.8619981372235, 42.88153978157741)",2023-08-18,New Hampshire,Rockingham,,3002,630.03
"(-71.56386303423811, 44.48835446848563)",2023-08-18,New Hampshire,Coos,,3027,9505
"(-71.4859088792202, 43.04378177697482)",2023-08-18,New Hampshire,Hillsborough,,3009,2.04
"(-72.60495718610507, 42.18991922487721)",2023-08-18,Massachusetts,Hampden,,1001,8111.01
"(-71.03232319718212, 42.33315210536338)",2023-08-18,Massachusetts,Suffolk,,2000,602
"(-96.82127444044612, 32.94869496969484)",2023-08-18,Texas,Dallas,,1006,136.24
"(-73.25915520215744, 41.13824555120095)",2023-08-18,Connecticut,Greater Bridgeport,,1021,616
"(-75.7920192324536, 39.70431739784874)",2023-08-18,Maryland,Cecil,,1014,306.02
"(-74.09909388426675, 40.08512389860076)",2023-08-18,New Jersey,Ocean,,3004,7130
"(-71.46993486433998, 42.83791083145817)",2023-08-18,New Hampshire,Hillsborough,,1005,131.02
"(-71.51650046928913, 42.90362582105274)",2023-08-18,New Hampshire,Hillsborough,,2006,29.03
"(-71.34818633609984, 42.7873941309285)",2023-08-18,New Hampshire,Rockingham,,1009,1061.02
"(-71.80316451543273, 43.06605534022487)",2023-08-18,New Hampshire,Hillsborough,,3023,215
"(-70.9247965485364, 42.4790288084992)",2023-08-18,Massachusetts,Essex,,1002,2021.03
"(-71.34724139540688, 41.76376654363786)",2023-08-18,Rhode Island,Providence,,2022,107.02
"(-72.70091571011326, 42.31010334423895)",2023-08-18,Massachusetts,Hampshire,,3019,8222
"(-71.12118382100148, 42.347496410321)",2023-08-18,Massachusetts,Norfolk,,2000,4003
"(-71.34553933642319, 41.87848740203543)",2023-08-18,Rhode Island,Providence,,1018,158
"(-71.51939081946216, 41.766584472780224)",2023-08-18,Rhode Island,Providence,,3052,145.01
"(-71.64049509058702, 43.01959117705988)",2023-08-18,New Hampshire,Hillsborough,,3005,200
"(-71.48169674279609, 42.26626549398393)",2023-08-18,Massachusetts,Middlesex,,3002,3851.02
"(-71.69717718496426, 41.44267385831242)",2023-08-18,Rhode Island,Washington,,3039,506
"(-71.71074266133735, 42.81261942285754)",2023-08-18,New Hampshire,Hillsborough,,2036,162.02
"(-71.16933473831396, 42.718178698228606)",2023-08-18,Massachusetts,Essex,,1006,2505
"(-72.17375489789325, 43.33476818252909)",2023-08-18,New Hampshire,Sullivan,,1007,9754.02
"(-70.28721305613375, 43.58784118949657)",2023-08-18,Maine,Cumberland,,3010,173.03
"(-71.87741823170948, 42.10569851037231)",2023-08-18,Massachusetts,Worcester,,4006,7532
"(-70.38522644395267, 44.06444071687059)",2023-08-18,Maine,Androscoggin,,3005,410
"(-71.67405872662457, 43.42086873109794)",2023-08-18,New Hampshire,Merrimack,,1020,430.01
"(-71.22456908502417, 42.578240095109)",2023-08-18,Massachusetts,Middlesex,,1002,3161.01
"(-81.71907870895465, 41.39880269748539)",2023-08-18,Ohio,Cuyahoga,,2002,1774.06
"(-72.95879268015548, 41.71345959543216)",2023-08-18,Connecticut,Naugatuck Valley,,1000,4058.01
"(-71.3497124571423, 41.77437745841893)",2023-08-18,Rhode Island,Providence,,1011,107.01
"(-73.68645886747471, 42.736228487972745)",2023-08-18,New York,Rensselaer,,3016,407.01
"(-71.5485412071548, 42.41350362438151)",2023-08-18,Massachusetts,Middlesex,,2009,3231.02
"(-71.6507116519352, 42.82975830640899)",2023-08-18,New Hampshire,Hillsborough,,3004,162.04
"(-71.22571942344551, 42.9560945650821)",2023-08-18,New Hampshire,Rockingham,,1043,510
"(-71.40568582646323, 44.98136434336759)",2023-08-18,New Hampshire,Coos,,3006,9501
"(-72.11355450049541, 41.31362104694551)",2023-08-18,Connecticut,Southeastern Connecticut,,1037,6935
"(-71.1249743756412, 42.704723235597136)",2023-08-18,Massachusetts,Essex,,2015,2532.01
"(-115.28706088190108, 36.13022068636851)",2023-08-18,Nevada,Clark,,3007,58.09
"(-71.35367644430958, 42.780795694061965)",2023-08-18,New Hampshire,Hillsborough,,2000,2005
"(-71.96956041760146, 41.53573578189084)",2023-08-18,Connecticut,Southeastern Connecticut,,1008,7001
"(-71.16781824692822, 42.82602909930061)",2023-08-18,New Hampshire,Rockingham,,3016,1031
"(-71.53384143720749, 42.77436029390423)",2023-08-18,New Hampshire,Hillsborough,,1000,171.02
"(-71.8459927816609, 42.72288301779058)",2023-08-18,New Hampshire,Hillsborough,,1039,225.01
"(-71.41041323219552, 41.78911318680218)",2023-08-18,Rhode Island,Providence,,3002,1.02
"(-70.8305770249415, 43.65197948550537)",2023-08-18,Maine,York,,2046,230
"(-73.19722526947993, 42.45138543594203)",2023-08-18,Massachusetts,Berkshire,,5024,9352
"(-71.04602786950221, 42.500770800714825)",2023-08-18,Massachusetts,Middlesex,,3002,3353.02
"(-71.45182933508421, 41.68461335080968)",2023-08-18,Rhode Island,Kent,,1014,220
"(-71.81681269115575, 42.25061110044641)",2023-08-18,Massachusetts,Worcester,,2007,7313
"(-71.27093046106364, 42.49675504141085)",2023-08-18,Massachusetts,Middlesex,,5006,3591
"(-71.65529250799142, 41.446068087016805)",2023-08-18,Rhode Island,Washington,,2021,511.01
"(-71.30884962488601, 42.92043523760894)",2023-08-18,New Hampshire,Rockingham,,1005,33.01
"(-71.12331395373143, 42.29053497182154)",2023-08-18,Massachusetts,Suffolk,,1000,1104.01
"(-73.98745399414076, 41.22308623858189)",2023-08-18,New York,Rockland,,2003,101.02
"(-70.95900441481322, 42.1843084511252)",2023-08-18,Massachusetts,Norfolk,,1017,4223.01
"(-71.3697293730818, 42.33560694661159)",2023-08-18,Massachusetts,Middlesex,,3004,3661
"(-70.95834290546671, 42.57674960910068)",2023-08-18,Massachusetts,Essex,,4004,2114.02
"(-70.95175875510112, 42.21086319073496)",2023-08-18,Massachusetts,Norfolk,,3001,4224.01
"(-71.72065867349521, 42.85786961565714)",2023-08-18,New Hampshire,Hillsborough,,1062,195.01
"(-71.54789465621543, 42.91748280257809)",2023-08-18,New Hampshire,Hillsborough,,4000,29.03
"(-72.40798211356547, 42.15374302069022)",2023-08-18,Massachusetts,Hampden,,4011,8136.01
"(-71.37194576256714, 41.89112249540261)",2023-08-18,Rhode Island,Providence,,1002,154
"(-70.89247262406008, 42.99884757322559)",2023-08-18,New Hampshire,Rockingham,,2004,670
"(-71.31298752297616, 41.49581821490669)",2023-08-18,Rhode Island,Newport,,4003,406
"(-73.21256862051811, 41.28222310596938)",2023-08-18,Connecticut,Greater Bridgeport,,3003,907
"(-71.4620238659476, 43.51913810547495)",2023-08-18,New Hampshire,Belknap,,1010,9659
"(-71.77957838959277, 44.25190484820583)",2023-08-18,New Hampshire,Grafton,,3013,9602
"(-70.91683568543615, 42.52920971063686)",2023-08-18,Massachusetts,Essex,,1012,2109
"(-71.88758458113377, 44.42873077993503)",2023-08-18,Vermont,Essex,,2054,9505
"(-71.42617058087494, 43.06220216684151)",2023-08-18,New Hampshire,Merrimack,,1011,442
"(-70.39907500199364, 41.67918325878204)",2023-08-18,Massachusetts,Barnstable,,2019,131
"(-71.10606862932423, 42.76761689342275)",2023-08-18,Massachusetts,Essex,,4027,2609
"(-71.09976285863578, 42.51564083242002)",2023-08-18,Massachusetts,Middlesex,,3001,3344
"(-71.39970250929989, 42.66992318878373)",2023-08-18,Massachusetts,Middlesex,,4021,3131.02
"(-71.43989480080712, 41.96207868295557)",2023-08-18,Rhode Island,Providence,,4007,114.05
"(-71.18415895156922, 44.48164544427172)",2023-08-18,New Hampshire,Coos,,3010,9507
"(-70.96309278530289, 43.31867753837549)",2023-08-18,New Hampshire,Strafford,,3015,842.01
"(-71.15301598107047, 42.46052920147478)",2023-08-18,Massachusetts,Middlesex,,3000,3383
"(-70.43037131287167, 43.7906506275416)",2023-08-18,Maine,Cumberland,,2004,48.03
"(-70.12745997313306, 44.12508111300266)",2023-08-18,Maine,Androscoggin,,4001,208.01
"(-72.50764670743325, 41.7840589131261)",2023-08-18,Connecticut,Capitol,,3012,5143
"(-71.40952692774644, 42.40053957489207)",2023-08-18,Massachusetts,Middlesex,,2001,3651
"(-73.41726303841916, 41.184701528441295)",2023-08-18,Connecticut,Western Connecticut,,1028,451.02
"(-72.58088791460477, 42.21604165401488)",2023-08-18,Massachusetts,Hampshire,,2000,8211.01
"(-72.13613525421815, 43.9060397746055)",2023-08-18,New Hampshire,Grafton,,2023,9607
"(-73.4412440285285, 40.72903465525272)",2023-08-18,New York,Nassau,,3002,5204.02
"(-72.18268482957066, 43.33532194260519)",2023-08-18,New Hampshire,Sullivan,,1009,9754.02
"(-71.45156612105983, 41.813299059733325)",2023-08-18,Rhode Island,Providence,,4000,16.02
"(-71.21804369670035, 42.79503249410534)",2023-08-18,New Hampshire,Rockingham,,2007,1002
"(-73.17238580084617, 42.47493917160934)",2023-08-18,Massachusetts,Berkshire,,4012,9121
"(-75.01484405200311, 39.486535949031065)",2023-08-18,New Jersey,Cumberland,,2005,403
"(-71.43312014601615, 42.970810409400265)",2023-08-18,New Hampshire,Hillsborough,,1004,25
"(-70.84692567770179, 42.01540067982621)",2023-08-18,Massachusetts,Plymouth,,2006,5261
"(-71.69953312789228, 42.96092728476476)",2023-08-18,New Hampshire,Hillsborough,,1013,200
"(-71.13302037092673, 42.574931067851686)",2023-08-18,Massachusetts,Middlesex,,1008,3311.02
"(-71.45273022527279, 42.04444753896165)",2023-08-18,Massachusetts,Norfolk,,2014,4422.01
"(-71.03843273614484, 41.65058565519804)",2023-08-18,Massachusetts,Bristol,,3002,6531.01
"(-71.10166952110959, 42.322889703446265)",2023-08-18,Massachusetts,Suffolk,,2004,812
"(-70.70302861012962, 42.02052863394283)",2023-08-18,Massachusetts,Plymouth,,2001,5071.03
"(-70.9231233776083, 42.53312822862543)",2023-08-18,Massachusetts,Essex,,3003,2109
"(-70.78064260275887, 43.05834032078011)",2023-08-18,New Hampshire,Rockingham,,1005,1072
"(-71.15785088686515, 42.01171978345496)",2023-08-18,Massachusetts,Bristol,,2019,6002.04
"(-71.5647544324466, 42.40770178382402)",2023-08-18,Massachusetts,Middlesex,,1000,3223
"(-71.14061121727707, 42.492980394143885)",2023-08-18,Massachusetts,Middlesex,,3004,3335.01
"(-73.25546513822123, 42.40740717362406)",2023-08-18,Massachusetts,Berkshire,,2000,9008
"(-73.47575168142325, 40.65864271899647)",2023-08-18,New York,Nassau,,1013,5213.02
"(-71.42679769852747, 42.5808581022435)",2023-08-18,Massachusetts,Middlesex,,4038,3183
"(-71.34301218119195, 42.28694360554807)",2023-08-18,Massachusetts,Middlesex,,3006,3822
"(-71.31001795482783, 43.21371859915093)",2023-08-18,New Hampshire,Merrimack,,2013,340
"(-71.08885378152124, 42.29549730647614)",2023-08-18,Massachusetts,Suffolk,,4000,924
"(-73.03498408004741, 41.95246527260132)",2023-08-18,Connecticut,Northwest Hills,,2006,2901
"(-71.0888959183422, 42.28097048164457)",2023-08-18,Massachusetts,Suffolk,,2001,1011.02
"(-71.395013853988, 42.94200229576769)",2023-08-18,New Hampshire,Hillsborough,,1004,26
"(-71.54065128699564, 42.94724688672549)",2023-08-18,New Hampshire,Hillsborough,,1000,29.03
"(-76.58309533918515, 39.37012991804396)",2023-08-18,Maryland,Baltimore,,2001,2708.03
"(-70.97806966119686, 43.32421175026954)",2023-08-18,New Hampshire,Strafford,,1001,843.02
"(-71.43397057140731, 42.962437350120176)",2023-08-18,New Hampshire,Hillsborough,,2000,25
"(-71.1897632196601, 42.81151966094074)",2023-08-18,New Hampshire,Rockingham,,3014,1001
"(-70.75765501502818, 43.04356447522037)",2023-08-18,New Hampshire,Rockingham,,5002,1072
"(-71.32754918093637, 42.64294326295919)",2023-08-18,Massachusetts,Middlesex,,1017,3107
"(-71.43843598744486, 42.64235354884925)",2023-08-18,Massachusetts,Middlesex,,4010,3181
"(-90.33140072202832, 38.82950126270994)",2023-08-18,Missouri,St. Louis,,1013,2109.24
"(-70.87111413898937, 43.16206908942044)",2023-08-18,New Hampshire,Strafford,,1013,811.02
"(-71.16642379400538, 42.70802949656019)",2023-08-18,Massachusetts,Essex,,1008,2512
"(-71.11834946733565, 42.144103756702656)",2023-08-18,Massachusetts,Norfolk,,3004,4151.03
"(-71.68963383763248, 42.81340725277188)",2023-08-18,New Hampshire,Hillsborough,,2020,162.02
"(-71.82560736831252, 42.27716209782625)",2023-08-18,Massachusetts,Worcester,,2008,7308.01
"(-71.1542835486387, 42.21824175977614)",2023-08-18,Massachusetts,Norfolk,,2005,4023
"(-71.08093779483404, 42.78948686130321)",2023-08-18,Massachusetts,Essex,,3009,2605
"(-71.4820403624001, 42.91238743106327)",2023-08-18,New Hampshire,Hillsborough,,3022,29.01
"(-73.42097330493527, 41.421791773383305)",2023-08-18,Connecticut,Western Connecticut,,4003,2114
"(-72.60528586633923, 42.12874914047672)",2023-08-18,Massachusetts,Hampden,,3000,8005
"(-71.1323662660868, 42.280645824800125)",2023-08-18,Massachusetts,Suffolk,,2010,1105.02
"(-70.77892818395908, 43.0880659569973)",2023-08-18,New Hampshire,Rockingham,,1004,1071
"(-71.497645188278, 42.77256910765263)",2023-08-18,New Hampshire,Hillsborough,,1001,103.02
